;2rbina2rista;basta;brb;eldzhey;face;feduk;gnoiny;guf;husky;kasta;korzh;krovostok;kunteynir;lizer;lsp;morgenshtern;noizemc;skriptonite;timati;xleb
('\n', 'Н', 'и');600,2000667;104,8071548;0;465,5222578;295,8445223;91,97939662;81,0405608;98,59793733;38,75067814;63,36421752;526,1158039;120,9110095;0;450,6233623;85,11181565;97,17858184;308,504439;224,8409581;39,53663069;0
('з', ' ', 'а');0;0;0;0;0;0;13,50676013;78,87834986;0;7,040468614;14,61432789;32,97572986;0;0;0;0;0;0;0;0
('в', ' ', 'б');200,0666889;151,3881125;0;58,19028222;45,5145419;0;108,0540811;138,0371123;155,0027125;112,6474978;43,84298366;131,9029195;150,7977199;33,37950832;106,3897696;64,78572123;194,2435357;132,2593871;118,6098921;64,88871585
('о', 'д', 'п');0;11,64523943;0;58,19028222;22,75727095;0;27,01352027;19,71958747;0;14,08093723;0;43,96763982;0;0;21,27795391;0;17,1391355;0;0;0
(' ', 'с', 'т');1067,022341;2270,821688;456,5688848;1862,089031;1206,13536;1195,732156;1296,648973;1893,080397;2383,166705;1647,469656;2119,077544;1890,608512;1477,817655;1235,041808;1574,568589;1295,714425;2416,618106;1375,497626;2134,978057;778,6645902
('А', ' ', 'и');266,7555852;0;0;0;0;0;0;39,43917493;0;7,040468614;0;10,99190995;0;0;0;0;5,713045167;0;0;0
('8', ' ', 'н');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('—', ' ', 'м');0;11,64523943;456,5688848;58,19028222;227,5727095;0;162,0811216;0;19,37533907;288,6592132;43,84298366;54,95954977;0;66,75901664;170,2236313;32,39286061;97,12176784;119,0334484;0;0
('в', 'и', '\n');0;23,29047885;0;0;45,5145419;0;54,02704053;59,1587624;58,12601721;35,20234307;0;109,9190995;30,15954399;50,06926248;42,55590782;32,39286061;11,42609033;52,90375484;0;0
('Н', 'и', 'в');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('ш', 'и', 'д');0;0;0;0;0;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;0;0;0;0
('р', 'а', '.');66,6888963;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;21,27795391;0;11,42609033;13,22593871;0;0
('н', 'а', 'р');333,4444815;139,7428731;114,1422212;581,9028222;91,02908379;91,97939662;472,7366047;157,7566997;135,6273735;147,8498409;87,68596732;296,7815688;271,4358959;600,8311498;42,55590782;161,9643031;148,5391744;79,35563227;0;0
('ю', ' ', 'М');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('п', 'т', 'о');0;0;0;0;0;0;0;0;19,37533907;28,16187445;0;21,98381991;0;0;0;0;22,85218067;0;0;0
('ч', ' ', 'о');0;11,64523943;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('(', 'З', 'д');0;0;114,1422212;0;0;0;0;19,71958747;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('Е', 'з', 'ж');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('\n', '«', 'Ф');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('х', 'у', 'н');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;21,27795391;0;5,713045167;0;0;0
('ы', 'н', '!');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518,2857698;0;0;0;0
"('""', '\n', 'В')";66,6888963;0;0;0;0;0;13,50676013;39,43917493;0;0;0;43,96763982;60,31908798;0;0;0;22,85218067;0;0;0
('В', 'з', 'д');0;0;0;0;0;0;0;0;19,37533907;7,040468614;0;0;0;0;0;0;0;0;0;0
('п', 'с', 'ы');0;0;0;0;68,27181284;0;0;0;0;21,12140584;14,61432789;0;0;0;0;0;0;13,22593871;0;0
('Ц', 'е', 'п');0;0;0;58,19028222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('3', ' ', 'я');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'х', ')');0;0;0;0;0;0;0;0;19,37533907;35,20234307;0;0;0;0;21,27795391;0;0;13,22593871;0;0
('\n', 'И', 'н');0;11,64523943;114,1422212;0;22,75727095;0;27,01352027;39,43917493;19,37533907;21,12140584;0;54,95954977;60,31908798;0;0;97,17858184;11,42609033;39,67781613;0;0
('я', 'г', ' ');0;0;0;0;22,75727095;0;0;0;0;0;0;10,99190995;0;0;0;0;0;13,22593871;0;0
('ё', ' ', 'х');0;11,64523943;0;58,19028222;159,3008966;0;13,50676013;0;0;56,32374891;0;10,99190995;0;16,68975416;21,27795391;32,39286061;39,99131617;290,9706516;0;0
(':', '3', '0');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('И', 'н', 'т');0;0;0;0;0;0;0;0;0;14,08093723;0;0;30,15954399;0;0;32,39286061;0;13,22593871;0;0
('У', 'ч', 'и');0;11,64523943;0;0;45,5145419;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('л', 'ю', 'н');133,3777926;11,64523943;0;0;0;0;40,5202804;19,71958747;135,6273735;7,040468614;0;21,98381991;0;0;21,27795391;0;17,1391355;171,9372032;0;0
('я', ' ', '-');0;104,8071548;0;58,19028222;0;183,9587932;40,5202804;19,71958747;38,75067814;0;43,84298366;32,97572986;90,47863196;0;0;0;5,713045167;13,22593871;158,1465228;129,7774317
('л', 'е', 'н');66,6888963;628,842929;114,1422212;407,3319756;523,4172318;183,9587932;472,7366047;631,0267989;348,7561032;746,289673;526,1158039;450,6683081;422,2336158;517,382379;340,4472626;388,7143274;639,8610587;238,0668968;158,1465228;259,5548634
('м', '\n', 'Р');0;11,64523943;114,1422212;58,19028222;0;0;40,5202804;0;19,37533907;28,16187445;43,84298366;21,98381991;0;0;42,55590782;0;11,42609033;13,22593871;0;0
('р', '\n', 'З');0;0;0;0;68,27181284;0;0;0;0;0;14,61432789;10,99190995;30,15954399;16,68975416;0;0;5,713045167;0;0;0
('я', '-', 'т');0;11,64523943;0;0;0;0;13,50676013;39,43917493;19,37533907;21,12140584;0;10,99190995;0;0;0;0;5,713045167;13,22593871;39,53663069;0
('з', 'б', 'и');266,7555852;58,22619713;0;58,19028222;91,02908379;91,97939662;13,50676013;19,71958747;96,87669534;56,32374891;43,84298366;0;30,15954399;216,9668041;0;32,39286061;114,2609033;0;39,53663069;64,88871585
('а', 'й', 'ш');0;0;684,8533272;0;0;0;0;19,71958747;0;7,040468614;14,61432789;10,99190995;0;0;0;0;0;0;0;0
('\n', 'Х', 'о');66,6888963;291,1309857;114,1422212;407,3319756;45,5145419;91,97939662;94,54732093;295,793812;251,8794079;161,9307781;73,07163944;241,822019;180,9572639;150,2077874;255,3354469;0;142,8261292;79,35563227;79,07326138;1557,32918
('\n', 'Р', 'Г');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('Ш', 'а', ' ');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('Ш', 'е', 'п');0;11,64523943;0;0;0;0;0;0;0;0;0;10,99190995;0;0;21,27795391;32,39286061;0;0;0;0
('ё', '\n', 'Е');0;0;0;0;0;0;27,01352027;0;0;0;0;0;0;0;0;0;0;0;0;0
('ь', 'к', 'о');133,3777926;780,2310416;913,1377697;349,1416933;750,9899413;1563,649742;864,4326485;907,1010234;368,1314423;563,2374891;1096,074592;692,4903271;422,2336158;550,7618873;829,8402026;1360,500146;736,9828266;806,7822614;711,6593524;454,221011
('д', 'о', ' ');933,6445482;384,2929011;114,1422212;523,71254;546,1745028;367,9175865;1067,034051;611,3072115;426,2574595;591,3993635;526,1158039;582,5712276;301,5954399;200,2770499;276,6134009;194,3571637;559,8784264;529,0375484;830,2692445;648,8871585
('с', ' ', 'ф');66,6888963;11,64523943;0;58,19028222;0;0;0;0;19,37533907;7,040468614;29,22865577;0;0;100,138525;21,27795391;0;11,42609033;0;0;0
('ф', ' ', 'п');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('о', 'я', 'д');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;0;0;0;0;0;0;0
('а', 'ф', 'ф');66,6888963;23,29047885;0;0;0;0;13,50676013;19,71958747;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('у', 'л', 'я');0;58,22619713;114,1422212;0;295,8445223;0;1094,047571;78,87834986;406,8821204;387,2257737;87,68596732;186,8624692;60,31908798;250,3463124;21,27795391;129,5714425;57,13045167;105,8075097;39,53663069;0
('я', '»', '\n');0;0;0;0;0;0;13,50676013;0;0;7,040468614;58,45731155;10,99190995;0;0;0;0;5,713045167;39,67781613;0;0
('о', 'д', 'л');66,6888963;11,64523943;0;0;68,27181284;0;54,02704053;19,71958747;77,50135627;14,08093723;43,84298366;10,99190995;30,15954399;133,5180333;0;0;11,42609033;0;0;0
('г', 'а', ' ');0;81,51667598;114,1422212;58,19028222;0;275,9381898;67,53380067;78,87834986;193,7533907;140,8093723;87,68596732;230,830109;120,638176;33,37950832;42,55590782;161,9643031;148,5391744;52,90375484;0;519,1097268
('ж', 'и', 'в');533,5111704;209,6143097;114,1422212;58,19028222;273,0872514;91,97939662;189,0946419;157,7566997;232,5040688;316,8210876;189,9862625;263,8058389;301,5954399;817,7979538;212,7795391;323,9286061;199,9565809;185,163142;79,07326138;194,6661476
('л', 'ю', 'ю');0;0;0;0;0;0;27,01352027;0;0;14,08093723;0;54,95954977;0;0;0;0;11,42609033;0;0;0
('у', '-', 'е');0;0;0;0;0;0;0;0;77,50135627;0;0;10,99190995;0;0;0;0;0;0;0;0
('н', 'т', ':');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('и', 'а', 'г');0;0;0;0;0;0;0;0;58,12601721;7,040468614;0;21,98381991;0;0;0;0;17,1391355;13,22593871;0;0
('у', 'я', 'л');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('н', 'у', ')');0;0;0;0;0;0;0;19,71958747;0;7,040468614;0;0;0;0;0;0;0;0;0;0
(' ', '2', '8');0;11,64523943;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('\n', 'В', 'ь');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;0;0;0;0;0
('к', ' ', 'щ');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('ш', 'ь', 'ё');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,67781613;0;0
('Д', 'а', 'б');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('р', 'ё', 'н');0;11,64523943;0;58,19028222;0;0;0;0;19,37533907;21,12140584;0;0;0;0;0;0;5,713045167;0;0;0
('ж', 'а', 'з');0;34,93571828;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('и', '-', 'и');0;0;0;0;0;0;0;0;0;0;263,057902;0;0;0;0;0;0;0;0;0
('п', 'у', '!');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
(' ', 'т', 'и');333,4444815;116,4523943;0;116,3805644;91,02908379;91,97939662;81,0405608;236,6350496;96,87669534;204,1735898;43,84298366;384,7168484;90,47863196;33,37950832;106,3897696;32,39286061;182,8174454;119,0334484;0;129,7774317
('д', '\n', 'Л');0;0;0;0;0;0;0;0;19,37533907;0;0;10,99190995;0;0;0;0;22,85218067;0;0;0
('р', '-', 'р');0;0;0;0;500,6599609;367,9175865;0;0;0;0;0;0;0;0;0;64,78572123;0;0;0;0
(' ', 'Э', 'т');0;0;114,1422212;58,19028222;0;91,97939662;0;59,1587624;174,3780516;70,40468614;0;0;60,31908798;16,68975416;21,27795391;0;17,1391355;26,45187742;711,6593524;0
(' ', 'с', 'к');400,1333778;815,1667598;114,1422212;698,2833867;864,776296;1011,773363;783,3920877;1242,33401;852,514919;1084,232166;686,8734107;472,652128;542,8717918;650,9004122;680,8945252;874,6072366;611,2958329;595,167242;751,1959831;454,221011
('ч', 'а', 'х');0;23,29047885;0;0;22,75727095;0;0;19,71958747;0;14,08093723;29,22865577;10,99190995;60,31908798;0;0;0;28,56522584;0;0;0
('ы', 'м', 'я');0;0;0;58,19028222;0;0;13,50676013;0;19,37533907;7,040468614;0;0;0;0;21,27795391;0;5,713045167;13,22593871;0;0
('е', 'а', 'к');0;11,64523943;0;0;0;0;0;0;19,37533907;0;14,61432789;0;0;0;0;0;0;0;0;0
('\n', 'Т', 'е');66,6888963;197,9690702;114,1422212;116,3805644;273,0872514;91,97939662;175,5878817;118,3175248;116,2520344;183,052184;189,9862625;175,8705593;211,1168079;83,4487708;212,7795391;32,39286061;245,6609422;277,7447129;355,8296762;129,7774317
('О', 'к', 'е');0;0;0;0;45,5145419;0;13,50676013;0;0;0;0;0;0;0;0;0;0;13,22593871;79,07326138;0
('В', 'з', 'о');0;0;0;0;0;0;0;0;19,37533907;0;0;21,98381991;0;0;0;0;0;0;0;0
('ы', 'х', 'и');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('(', 'О', 'й');0;0;114,1422212;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
(' ', '«', 'Э');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;0;28,56522584;52,90375484;0;64,88871585
('р', '\n', 'О');0;0;0;0;22,75727095;0;0;19,71958747;19,37533907;28,16187445;0;0;0;0;21,27795391;0;5,713045167;0;0;0
('ё', '\n', 'О');0;0;0;0;0;0;0;0;0;0;0;0;0;16,68975416;0;0;5,713045167;0;0;0
('Р', 'а', 'н');66,6888963;11,64523943;114,1422212;0;0;0;13,50676013;98,59793733;0;63,36421752;29,22865577;0;30,15954399;0;21,27795391;0;17,1391355;0;0;129,7774317
('й', 'ц', 'о');0;11,64523943;114,1422212;0;0;0;0;0;0;0;0;21,98381991;30,15954399;0;0;0;22,85218067;0;0;0
('\n', 'Б', 'э');0;0;0;0;0;91,97939662;0;0;445,6327986;0;0;0;0;0;0;0;0;0;0;0
('о', 'ш', 'е');66,6888963;69,87143656;228,2844424;58,19028222;91,02908379;0;54,02704053;78,87834986;19,37533907;239,3759329;175,3719346;175,8705593;211,1168079;83,4487708;21,27795391;32,39286061;137,113084;92,58157098;39,53663069;454,221011
('д', 'е', ' ');200,0666889;419,2286193;913,1377697;523,71254;728,2326703;3863,134658;364,6825236;315,5133995;445,6327986;492,832803;1271,446526;483,644038;392,0740718;567,4516414;234,057493;809,8215153;422,7653424;595,167242;1700,07512;1492,440465
('н', 'б', 'а');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('-', 'б', 'и');0;0;0;0;0;0;0;0;38,75067814;14,08093723;0;0;30,15954399;0;0;0;0;0;0;0
('в', 'с', 'ю');66,6888963;58,22619713;0;0;91,02908379;367,9175865;135,0676013;138,0371123;58,12601721;147,8498409;146,1432789;21,98381991;0;116,8282791;127,6677235;0;114,2609033;145,4853258;39,53663069;778,6645902
('л', ' ', 'а');0;0;0;0;45,5145419;0;0;0;0;7,040468614;14,61432789;0;60,31908798;0;0;0;5,713045167;0;0;0
('ш', 'е', 'к');0;0;0;0;22,75727095;0;13,50676013;98,59793733;0;154,8903095;29,22865577;65,95145973;30,15954399;0;0;64,78572123;39,99131617;0;0;0
('а', 'л', '»');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('б', 'у', 'м');0;11,64523943;0;174,5708467;45,5145419;0;67,53380067;59,1587624;19,37533907;0;14,61432789;0;60,31908798;33,37950832;42,55590782;32,39286061;114,2609033;145,4853258;0;0
('р', 'к', 'а');66,6888963;46,5809577;0;58,19028222;22,75727095;0;189,0946419;19,71958747;174,3780516;190,0926526;87,68596732;120,9110095;30,15954399;16,68975416;42,55590782;97,17858184;62,84349684;224,8409581;0;389,3322951
('е', 'б', 'у');133,3777926;11,64523943;684,8533272;0;22,75727095;0;40,5202804;39,43917493;58,12601721;7,040468614;73,07163944;351,7411185;120,638176;133,5180333;63,83386174;194,3571637;91,40872268;52,90375484;0;0
('з', 'ъ', 'я');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;0;0;0;0;0;11,42609033;0;0;0
('э', 'д', 'а');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('м', ' ', 'т');266,7555852;291,1309857;114,1422212;232,7611289;250,3299804;459,8969831;108,0540811;197,1958747;155,0027125;190,0926526;277,6722299;362,7330285;150,7977199;450,6233623;170,2236313;194,3571637;342,78271;383,5522226;158,1465228;0
('е', 'с', 'а');0;302,7762251;684,8533272;0;45,5145419;551,8763797;40,5202804;197,1958747;19,37533907;91,52609198;160,7576068;98,92718959;301,5954399;33,37950832;63,83386174;97,17858184;142,8261292;185,163142;79,07326138;0
('Н', 'и', ' ');0;34,93571828;0;0;0;0;0;19,71958747;19,37533907;7,040468614;29,22865577;43,96763982;0;0;21,27795391;0;68,55654201;145,4853258;0;0
('к', ' ', 'ж');133,3777926;23,29047885;114,1422212;0;136,5436257;551,8763797;108,0540811;98,59793733;96,87669534;161,9307781;58,45731155;65,95145973;331,7549839;66,75901664;42,55590782;226,7500243;131,4000388;79,35563227;0;843,5533061
('ы', ',', ' ');800,2667556;931,6191541;342,4266636;640,0931045;705,4753994;1839,587932;742,8718073;552,1484491;406,8821204;1034,948886;584,5731155;912,3285262;603,1908798;367,1745915;574,5047556;453,5000486;708,4176007;581,9413033;1027,952398;1167,996885
('д', ' ', 'л');0;81,51667598;0;0;45,5145419;0;40,5202804;118,3175248;38,75067814;91,52609198;73,07163944;10,99190995;60,31908798;83,4487708;21,27795391;0;97,12176784;13,22593871;79,07326138;0
('О', 'К', '\n');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('я', 'д', '-');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('й', '?', '?');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('м', ' ', 'ю');0;11,64523943;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;11,42609033;0;0;0
('е', 'е', ')');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
('А', 'т', 'а');0;0;0;0;0;0;0;0;0;14,08093723;0;0;0;0;0;0;0;0;0;0
('О', ' ', 'н');0;0;0;0;0;0;0;0;0;7,040468614;0;0;30,15954399;0;0;0;0;13,22593871;79,07326138;0
('щ', 'е', '!');0;0;0;0;0;0;0;59,1587624;0;77,44515475;0;0;0;0;0;0;0;0;0;0
('х', 'е', 'х');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('н', 'е', 'о');0;93,16191541;114,1422212;58,19028222;0;0;13,50676013;0;0;63,36421752;29,22865577;43,96763982;60,31908798;16,68975416;0;32,39286061;45,70436134;13,22593871;0;0
('ц', 'а', 'м');0;34,93571828;0;58,19028222;22,75727095;0;27,01352027;19,71958747;19,37533907;49,2832803;58,45731155;32,97572986;60,31908798;16,68975416;127,6677235;32,39286061;91,40872268;39,67781613;0;0
('А', ' ', 'т');0;128,0976337;228,2844424;58,19028222;0;0;54,02704053;118,3175248;38,75067814;154,8903095;14,61432789;274,7977489;90,47863196;33,37950832;148,9456774;453,5000486;119,9739485;26,45187742;39,53663069;0
('о', 'в', 'л');0;23,29047885;114,1422212;0;0;0;0;39,43917493;77,50135627;28,16187445;43,84298366;10,99190995;60,31908798;66,75901664;21,27795391;32,39286061;57,13045167;39,67781613;39,53663069;0
('д', 'р', ',');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,22593871;0;0
"('в', 'у', '""')";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('о', 'п', 'р');66,6888963;139,7428731;456,5688848;116,3805644;45,5145419;0;108,0540811;197,1958747;116,2520344;176,0117153;102,3002952;197,8543792;180,9572639;66,75901664;170,2236313;64,78572123;188,5304905;105,8075097;79,07326138;0
('(', 'э', 'й');0;0;0;0;91,02908379;0;121,5608412;0;19,37533907;0;0;0;0;0;0;0;11,42609033;357,1003452;0;0
('в', 'а', 'г');0;0;0;0;0;0;40,5202804;0;135,6273735;14,08093723;58,45731155;0;30,15954399;0;21,27795391;0;11,42609033;0;0;0
('–', ' ', 'ш');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;32,39286061;0;0;0;0
('ы', '\n', '-');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('-', 'ч', 'и');0;11,64523943;0;0;0;0;0;0;135,6273735;0;0;0;30,15954399;0;0;0;0;0;0;0
(' ', 'л', 'ь');0;23,29047885;0;116,3805644;295,8445223;551,8763797;27,01352027;0;19,37533907;91,52609198;14,61432789;32,97572986;0;16,68975416;0;0;17,1391355;13,22593871;0;0
('к', 'о', 'п');66,6888963;23,29047885;114,1422212;174,5708467;68,27181284;0;121,5608412;19,71958747;96,87669534;197,1331212;29,22865577;87,93527963;965,1054076;50,06926248;85,11181565;64,78572123;142,8261292;39,67781613;39,53663069;0
('ш', 'у', ')');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79,07326138;0
"('н', '""', '\n')";0;11,64523943;0;0;22,75727095;91,97939662;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('”', '\n', 'М');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('а', 'м', '\n');0;209,6143097;114,1422212;523,71254;705,4753994;367,9175865;243,1216824;276,0742245;77,50135627;281,6187445;686,8734107;120,9110095;150,7977199;300,4155749;106,3897696;194,3571637;342,78271;555,4894259;158,1465228;324,4435793
('К', 'и', 'л');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;21,27795391;0;0;0;0;0
('-', 'П', 'э');0;0;0;0;0;0;256,6284425;0;0;0;0;0;0;0;0;0;0;0;0;0
(':', '\n', '*');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('6', ' ', 'п');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('н', ' ', 'Б');0;0;114,1422212;0;0;0;0;0;0;14,08093723;0;32,97572986;0;0;0;0;0;0;0;0
('\n', 'Ф', 'у');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;22,85218067;13,22593871;0;0
('о', 'з', 'я');0;0;0;0;45,5145419;0;54,02704053;19,71958747;581,2601721;28,16187445;102,3002952;65,95145973;30,15954399;16,68975416;21,27795391;0;17,1391355;0;0;0
"('т', '?', '""')";0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('2', ',', ' ');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('\n', 'Щ', 'е');0;0;0;0;0;0;0;39,43917493;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('л', 'н', 'ы');0;139,7428731;0;407,3319756;45,5145419;91,97939662;135,0676013;39,43917493;38,75067814;28,16187445;263,057902;10,99190995;30,15954399;66,75901664;42,55590782;129,5714425;11,42609033;0;79,07326138;0
('Н', 'о', ',');66,6888963;0;0;0;0;0;0;19,71958747;0;0;116,9146231;0;0;0;0;0;28,56522584;39,67781613;0;0
('в', ' ', 'Т');0;0;0;0;22,75727095;0;0;0;0;0;0;10,99190995;0;0;0;32,39286061;0;0;0;0
('ю', 'м', 'п');0;0;0;0;0;0;94,54732093;0;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'й', ')');0;0;228,2844424;0;22,75727095;0;13,50676013;0;0;0;0;0;0;0;85,11181565;64,78572123;0;0;0;0
('С', ' ', 'г');0;0;0;0;0;0;0;0;0;7,040468614;29,22865577;0;30,15954399;0;0;0;11,42609033;0;0;0
('с', 'ъ', 'е');133,3777926;0;114,1422212;58,19028222;0;0;13,50676013;0;19,37533907;56,32374891;29,22865577;98,92718959;60,31908798;50,06926248;0;0;57,13045167;119,0334484;0;0
('е', 'л', ':');0;0;0;0;0;0;0;0;38,75067814;7,040468614;0;0;30,15954399;0;0;0;5,713045167;0;0;0
(' ', '«', 'Ч');0;0;0;0;0;0;0;19,71958747;0;7,040468614;0;10,99190995;0;0;21,27795391;0;5,713045167;0;0;0
('в', ' ', 'Г');0;0;0;0;45,5145419;0;0;0;19,37533907;14,08093723;0;10,99190995;60,31908798;0;0;0;0;39,67781613;0;0
('?', '\n', 'Л');0;0;0;0;0;0;0;0;0;63,36421752;14,61432789;10,99190995;0;0;0;0;0;26,45187742;0;0
('а', 'г', '?');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('л', 'д', 'а');66,6888963;34,93571828;0;0;0;0;27,01352027;19,71958747;38,75067814;7,040468614;43,84298366;32,97572986;0;0;42,55590782;0;0;0;39,53663069;0
('о', ' ', 'б');533,5111704;407,5833799;456,5688848;581,9028222;864,776296;459,8969831;675,3380067;1104,296898;658,7615283;542,1160832;599,1874434;604,5550475;331,7549839;367,1745915;361,7252165;615,4643517;577,0175619;661,2969356;632,586091;1038,219454
('з', 'и', 'р');0;0;114,1422212;0;0;91,97939662;27,01352027;0;19,37533907;7,040468614;0;10,99190995;0;0;0;0;0;0;0;0
('о', 'п', 'к');0;0;0;0;0;0;40,5202804;0;19,37533907;14,08093723;0;10,99190995;90,47863196;0;21,27795391;0;34,278271;0;0;0
('н', 'ё', 'х');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('Г', 'у', 'б');0;0;0;0;0;0;27,01352027;0;0;0;14,61432789;0;0;0;0;0;0;0;0;0
('е', 'е', '.');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('б', 'щ', 'е');0;23,29047885;0;0;136,5436257;0;54,02704053;236,6350496;58,12601721;190,0926526;29,22865577;120,9110095;30,15954399;16,68975416;21,27795391;64,78572123;102,834813;145,4853258;79,07326138;0
('а', '*', ' ');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('м', 'ы', 'ч');0;0;0;0;0;0;54,02704053;0;0;7,040468614;0;0;0;0;21,27795391;0;0;13,22593871;0;64,88871585
('с', 'и', 'ш');66,6888963;11,64523943;0;0;182,0581676;0;0;0;38,75067814;7,040468614;29,22865577;21,98381991;0;0;0;0;0;39,67781613;79,07326138;0
('ь', 'в', 'у');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'е', ' ');200,0666889;372,6476616;456,5688848;407,3319756;250,3299804;919,7939662;432,2163243;473,2700992;251,8794079;429,4685854;277,6722299;626,5388674;934,9458636;166,8975416;425,5590782;97,17858184;502,7479747;171,9372032;355,8296762;324,4435793
('к', 'а', '*');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('о', 'б', 'ь');0;11,64523943;114,1422212;0;0;0;27,01352027;0;19,37533907;28,16187445;29,22865577;0;30,15954399;0;0;32,39286061;0;13,22593871;0;0
('О', 'т', 'д');0;0;0;0;22,75727095;0;13,50676013;39,43917493;0;21,12140584;29,22865577;32,97572986;0;0;0;0;0;0;0;0
('?', '\n', '«');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('–', ' ', 'в');66,6888963;46,5809577;0;0;0;0;0;39,43917493;77,50135627;7,040468614;14,61432789;65,95145973;0;0;0;0;22,85218067;13,22593871;0;0
